,@_fa,load-date,link,dc:identifier,prism:url,dc:title,dc:creator,prism:publicationName,prism:volume,prism:coverDate,prism:startingPage,prism:endingPage,prism:doi,openaccess,pii,authors
15,true,2014-01-10T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780124170131000480'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780124170131000480?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/B978-0-12-417013-1.00048-0,https://api.elsevier.com/content/article/pii/B9780124170131000480,Section 48: Economics,Cutler J. Cleveland,Handbook of Energy,,2014-12-31,847,860,10.1016/B978-0-12-417013-1.00048-0,False,B9780124170131000480,"{'author': [{'$': 'Cutler J. Cleveland'}, {'$': 'Christopher Morris'}]}"
16,true,2015-10-01T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780128022597000154'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780128022597000154?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/B978-0-12-802259-7.00015-4,https://api.elsevier.com/content/article/pii/B9780128022597000154,Chapter 15: Fishy Business: Genetic Engineering and Salmon Aquaculture,Rebecca Clausen,Genetically Modified Organisms in Food,,2016-12-31,159,165,10.1016/B978-0-12-802259-7.00015-4,False,B9780128022597000154,"{'author': [{'$': 'Rebecca Clausen'}, {'$': 'Stefano B. Longo'}, {'$': 'Brett Clark'}]}"
17,true,2009-10-21T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0098135409002592'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0098135409002592?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.compchemeng.2009.10.010,https://api.elsevier.com/content/article/pii/S0098135409002592,"Perspectives on the potential roles of engineers in the formulation, implementation and enforcement of policies",René Bañares-Alcántara,Computers & Chemical Engineering,34,2010-03-05,267,276,10.1016/j.compchemeng.2009.10.010,False,S0098135409002592,{'author': 'René Bañares-Alcántara'}
18,true,2020-04-02T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0921800918307419'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0921800918307419?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ecolecon.2019.106544,https://api.elsevier.com/content/article/pii/S0921800918307419,Comparing energy and material efficiency rebound effects: an exploration of scenarios in the GEM-E3 macroeconomic model,Alexandra C. H. Skelton,Ecological Economics,173,2020-07-31,106544,,10.1016/j.ecolecon.2019.106544,False,S0921800918307419,"{'author': [{'$': 'Alexandra C. H. Skelton'}, {'$': 'Leonidas Paroussos'}, {'$': 'Julian M. Allwood'}]}"
19,true,2018-08-19T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S004016251830252X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S004016251830252X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.techfore.2018.07.052,https://api.elsevier.com/content/article/pii/S004016251830252X,Timing is everything: A technology transition framework for regulatory and market readiness levels,Peter H. Kobos,Technological Forecasting and Social Change,137,2018-12-31,211,225,10.1016/j.techfore.2018.07.052,False,S004016251830252X,"{'author': [{'$': 'Peter H. Kobos'}, {'$': 'Leonard A. Malczynski'}, {'$': 'Geoffrey T. Klise'}]}"
20,true,2021-06-22T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2352550921001846'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2352550921001846?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.spc.2021.06.019,https://api.elsevier.com/content/article/pii/S2352550921001846,Rebound effect with energy efficiency determinants: a two-stage analysis of residential electricity consumption in Indonesia,Rishan Adha,Sustainable Production and Consumption,28,2021-10-31,556,565,10.1016/j.spc.2021.06.019,False,S2352550921001846,"{'author': [{'$': 'Rishan Adha'}, {'$': 'Cheng-Yih Hong'}, {'$': 'Ade Paranata'}]}"
21,true,2019-05-22T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2405844018384755'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2405844018384755?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.heliyon.2019.e01778,https://api.elsevier.com/content/article/pii/S2405844018384755,Developing and exploring indicators of water sustainable development,Jon Morris,Heliyon,5,2019-05-31,e01778,,10.1016/j.heliyon.2019.e01778,True,S2405844018384755,{'author': 'Jon Morris'}
22,true,2021-06-21T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0016328721000999'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0016328721000999?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.futures.2021.102790,https://api.elsevier.com/content/article/pii/S0016328721000999,Getting past Cassandra: 21 C Slaughter,Christopher Jones,Futures,132,2021-09-30,102790,,10.1016/j.futures.2021.102790,False,S0016328721000999,{'author': 'Christopher Jones'}
23,true,2019-09-23T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2214629619303147'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2214629619303147?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.erss.2019.101289,https://api.elsevier.com/content/article/pii/S2214629619303147,"Reviewing the complexity of energy behavior: Technologies, analytical traditions, and household energy consumption data in the United States",Lazarus Adua,Energy Research & Social Science,59,2020-01-31,101289,,10.1016/j.erss.2019.101289,False,S2214629619303147,{'author': 'Lazarus Adua'}
24,true,2009-05-14T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0304380009002671'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0304380009002671?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ecolmodel.2009.04.014,https://api.elsevier.com/content/article/pii/S0304380009002671,Models of withdrawing renewable and non-renewable resources based on Odum's energy systems theory and Daly's quasi-sustainability principle,Simone Bastianoni,Ecological Modelling,220,2009-08-24,1926,1930,10.1016/j.ecolmodel.2009.04.014,False,S0304380009002671,"{'author': [{'$': 'Simone Bastianoni'}, {'$': 'Riccardo M. Pulselli'}, {'$': 'Federico M. Pulselli'}]}"
0,true,2021-10-09T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S030626192101268X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S030626192101268X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.apenergy.2021.117961,https://api.elsevier.com/content/article/pii/S030626192101268X,Decomposition and measurement of the rebound effect: The case of energy efficiency improvements in Spain,José M. Cansino,Applied Energy,306,2022-01-15,117961,,10.1016/j.apenergy.2021.117961,False,S030626192101268X,"{'author': [{'$': 'José M. Cansino'}, {'$': 'Manuel Ordóñez'}, {'$': 'Manuela Prieto'}]}"
1,true,2018-07-31T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1389934118300108'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1389934118300108?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.forpol.2018.06.011,https://api.elsevier.com/content/article/pii/S1389934118300108,Export tariffs combined with public investments as a forest conservation policy instrument,Gregor Schwerhoff,Forest Policy and Economics,95,2018-10-31,69,84,10.1016/j.forpol.2018.06.011,False,S1389934118300108,"{'author': [{'$': 'Gregor Schwerhoff'}, {'$': 'Johanna Wehkamp'}]}"
2,true,2015-11-06T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1877343515001074'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1877343515001074?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.cosust.2015.10.002,https://api.elsevier.com/content/article/pii/S1877343515001074,Informational institutions in the agrifood sector: meta-information and meta-governance of environmental sustainability,Lan Ge,Current Opinion in Environmental Sustainability,18,2016-02-29,73,81,10.1016/j.cosust.2015.10.002,False,S1877343515001074,"{'author': [{'$': 'Lan Ge'}, {'$': 'Christopher A Brewster'}]}"
3,true,2007-03-23T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1476945X0700013X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1476945X0700013X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ecocom.2007.02.012,https://api.elsevier.com/content/article/pii/S1476945X0700013X,Introduction,Katharine N. Farrell,Ecological Complexity,3,2006-12-31,265,274,10.1016/j.ecocom.2007.02.012,False,S1476945X0700013X,"{'author': [{'$': 'Katharine N. Farrell'}, {'$': 'Ralph Winkler'}]}"
4,true,2003-06-26T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/030142159390274J'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/030142159390274J?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0301-4215(93)90274-J,https://api.elsevier.com/content/article/pii/030142159390274J,Energy efficiency fallacies: the debate concluded,L. G. Brookes,Energy Policy,21,1993-04-30,346,347,10.1016/0301-4215(93)90274-J,False,030142159390274J,{'author': 'L. G. Brookes'}
5,true,2015-03-05T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0301421515000774'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0301421515000774?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.enpol.2015.02.014,https://api.elsevier.com/content/article/pii/S0301421515000774,Environmental regulation and competitiveness: Empirical evidence on the Porter Hypothesis from European manufacturing sectors,Yana Rubashkina,Energy Policy,83,2015-08-31,288,300,10.1016/j.enpol.2015.02.014,False,S0301421515000774,"{'author': [{'$': 'Yana Rubashkina'}, {'$': 'Marzio Galeotti'}, {'$': 'Elena Verdolini'}]}"
6,true,2019-11-25T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2211339819300498'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2211339819300498?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.coche.2019.10.004,https://api.elsevier.com/content/article/pii/S2211339819300498,"Engineering, markets, and human behavior: an essential integration for decisions toward sustainability",Bhavik R Bakshi,Current Opinion in Chemical Engineering,26,2019-12-31,164,169,10.1016/j.coche.2019.10.004,True,S2211339819300498,"{'author': [{'$': 'Bhavik R Bakshi'}, {'$': 'Tapajyoti Ghosh'}, {'$': 'Kyuha Lee'}]}"
7,true,2018-04-18T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2212827118300039'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2212827118300039?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.procir.2018.01.002,https://api.elsevier.com/content/article/pii/S2212827118300039,A Critique of Life Cycle Assessment; Where Are the People?,Timothy G. Gutowski,Procedia CIRP,69,2018-12-31,11,15,10.1016/j.procir.2018.01.002,True,S2212827118300039,{'author': 'Timothy G. Gutowski'}
8,true,2018-06-11T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1040619018300824'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1040619018300824?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.tej.2018.04.001,https://api.elsevier.com/content/article/pii/S1040619018300824,Energy efficiency: The bird’s-eye view,Hossein Haeri,The Electricity Journal,31,2018-05-31,34,40,10.1016/j.tej.2018.04.001,False,S1040619018300824,"{'author': [{'$': 'Hossein Haeri'}, {'$': 'Matei Perussi'}, {'$': 'James Stewart'}]}"
9,true,2020-06-13T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0040162520309823'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0040162520309823?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.techfore.2020.120156,https://api.elsevier.com/content/article/pii/S0040162520309823,Scenario planning: Evidence to counter ‘Black box’ claims.,Michael Jefferson,Technological Forecasting and Social Change,158,2020-09-30,120156,,10.1016/j.techfore.2020.120156,False,S0040162520309823,{'author': 'Michael Jefferson'}
10,true,2021-07-09T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0095069621000772'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0095069621000772?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.jeem.2021.102508,https://api.elsevier.com/content/article/pii/S0095069621000772,The energy efficiency rebound effect in general equilibrium,Christoph Böhringer,Journal of Environmental Economics and Management,109,2021-09-30,102508,,10.1016/j.jeem.2021.102508,False,S0095069621000772,"{'author': [{'$': 'Christoph Böhringer'}, {'$': 'Nicholas Rivers'}]}"
11,true,2012-03-08T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780124160439000076'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780124160439000076?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/B978-0-12-416043-9.00007-6,https://api.elsevier.com/content/article/pii/B9780124160439000076,7: Agricultural Sustainability,Robert L. Zimdahl,Agriculture's Ethical Horizon,,2012-12-31,121,148,10.1016/B978-0-12-416043-9.00007-6,False,B9780124160439000076,{'author': 'Robert L. Zimdahl'}
12,true,2013-03-04T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0921800913000475'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0921800913000475?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ecolecon.2013.01.024,https://api.elsevier.com/content/article/pii/S0921800913000475,"The conundrum: How scientific innovation, increased efficiency, and good intentions can make our energy and climate problems worse",Blake Alcott,Ecological Economics,88,2013-04-30,180,181,10.1016/j.ecolecon.2013.01.024,False,S0921800913000475,{'author': 'Blake Alcott'}
13,true,2021-10-30T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0378377421005618'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0378377421005618?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.agwat.2021.107284,https://api.elsevier.com/content/article/pii/S0378377421005618,Irrigation subsidies and their externalities,Petra Hellegers,Agricultural Water Management,260,2022-02-01,107284,,10.1016/j.agwat.2021.107284,True,S0378377421005618,"{'author': [{'$': 'Petra Hellegers'}, {'$': 'Brian Davidson'}, {'$': 'Pieter Waalewijn'}]}"
14,true,2020-10-21T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2352801X20303453'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2352801X20303453?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.gsd.2020.100510,https://api.elsevier.com/content/article/pii/S2352801X20303453,Water scarcity in the Mahdia region of Tunisia: Are improved water policies needed?,Rania Soula,Groundwater for Sustainable Development,12,2021-02-28,100510,,10.1016/j.gsd.2020.100510,False,S2352801X20303453,"{'author': [{'$': 'Rania Soula'}, {'$': 'Ali Chebil'}, {'$': 'Rajouene Majdoub'}]}"
15,true,2019-03-13T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0959652619308170'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0959652619308170?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.jclepro.2019.03.126,https://api.elsevier.com/content/article/pii/S0959652619308170,Is technology optimism justified? A discussion towards a comprehensive narrative,F. Gonella,Journal of Cleaner Production,223,2019-06-20,456,465,10.1016/j.jclepro.2019.03.126,False,S0959652619308170,"{'author': [{'$': 'F. Gonella'}, {'$': 'C. M. V. B. Almeida'}, {'$': 'A. Zucaro'}]}"
16,true,2008-08-15T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0921800908003091'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0921800908003091?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ecolecon.2008.07.006,https://api.elsevier.com/content/article/pii/S0921800908003091,Increased ecoefficiency and gross rebound effect: Evidence from USA and six European countries 1960–2002,Stig-Olof Holm,Ecological Economics,68,2009-01-15,879,887,10.1016/j.ecolecon.2008.07.006,False,S0921800908003091,"{'author': [{'$': 'Stig-Olof Holm'}, {'$': 'Göran Englund'}]}"
17,true,2019-03-30T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0301421519302174'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0301421519302174?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.enpol.2019.03.044,https://api.elsevier.com/content/article/pii/S0301421519302174,Technological change and the rebound effect in the STIRPAT model: A critical view,Johan-Andrés Vélez-Henao,Energy Policy,129,2019-06-30,1372,1381,10.1016/j.enpol.2019.03.044,False,S0301421519302174,"{'author': [{'$': 'Johan-Andrés Vélez-Henao'}, {'$': 'David Font Vivanco'}, {'$': 'Jesús-Antonio Hernández-Riveros'}]}"
18,true,2015-12-30T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2212567115016950'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2212567115016950?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/S2212-5671(15)01695-0,https://api.elsevier.com/content/article/pii/S2212567115016950,The Emerging Role of the Peasant Economy at the End of the Industrial Age: Insights from Albania,Matteo Belletti,Procedia Economics and Finance,33,2015-12-31,78,89,10.1016/S2212-5671(15)01695-0,True,S2212567115016950,{'author': 'Matteo Belletti'}
19,true,2020-10-16T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2096232020300500'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2096232020300500?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.jmse.2020.10.005,https://api.elsevier.com/content/article/pii/S2096232020300500,The rebound effect on energy efficiency improvements in China’s transportation sector: A CGE analysis,Huibin Du,Journal of Management Science and Engineering,5,2020-12-31,249,263,10.1016/j.jmse.2020.10.005,True,S2096232020300500,"{'author': [{'$': 'Huibin Du'}, {'$': 'Zhenni Chen'}, {'$': 'Frank Southworth'}]}"
20,true,2016-04-16T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0160932715300296'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0160932715300296?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.endeavour.2016.03.002,https://api.elsevier.com/content/article/pii/S0160932715300296,"Governing the toxics and the pollutants. France, Great Britain, 1750–1850",Thomas Le Roux,Endeavour,40,2016-06-30,70,81,10.1016/j.endeavour.2016.03.002,False,S0160932715300296,{'author': 'Thomas Le Roux'}
21,true,2021-09-23T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0959652621032935'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0959652621032935?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.jclepro.2021.129104,https://api.elsevier.com/content/article/pii/S0959652621032935,Desalination in Chile's mining regions: Global drivers and local impacts of a technological fix to hydrosocial conflict,Scott D. Odell,Journal of Cleaner Production,323,2021-11-10,129104,,10.1016/j.jclepro.2021.129104,False,S0959652621032935,{'author': 'Scott D. Odell'}
22,true,2017-07-07T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2214629617302104'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2214629617302104?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.erss.2017.06.039,https://api.elsevier.com/content/article/pii/S2214629617302104,"V. Smil, Energy and Civilization: A History, MIT Press, Cambridge, Massachusetts and London, England (2017).",Michael Jefferson,Energy Research & Social Science,34,2017-12-31,143,,10.1016/j.erss.2017.06.039,False,S2214629617302104,{'author': 'Michael Jefferson'}
23,true,2020-04-23T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S109499682030075X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S109499682030075X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.intmar.2020.02.001,https://api.elsevier.com/content/article/pii/S109499682030075X,Cutting the Internet's Environmental Footprint: An Analysis of Consumers' Self-Attribution of Responsibility,Leila Elgaaied-Gambier,Journal of Interactive Marketing,50,2020-05-31,120,135,10.1016/j.intmar.2020.02.001,False,S109499682030075X,"{'author': [{'$': 'Leila Elgaaied-Gambier'}, {'$': 'Laurent Bertrandias'}, {'$': 'Yohan Bernard'}]}"
24,true,2018-09-05T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0921800918304166'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0921800918304166?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ecolecon.2018.09.002,https://api.elsevier.com/content/article/pii/S0921800918304166,"In Defense of Degrowth: Opinions and Minifestos, by Giorgos Kallis, edited by Aaron Vansintjan, Uneven Earth Press, 2018.",Christine Corlet Walker,Ecological Economics,156,2019-02-28,431,432,10.1016/j.ecolecon.2018.09.002,False,S0921800918304166,{'author': 'Christine Corlet Walker'}
0,true,2020-03-13T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0378377419317019'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0378377419317019?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.agwat.2020.106074,https://api.elsevier.com/content/article/pii/S0378377419317019,Water use indicators and economic analysis for on-farm irrigation decision: A case study of a super high density olive tree orchard,J. E. Fernández,Agricultural Water Management,237,2020-07-01,106074,,10.1016/j.agwat.2020.106074,False,S0378377419317019,"{'author': [{'$': 'J. E. Fernández'}, {'$': 'F. Alcon'}, {'$': 'M. V. Cuevas'}]}"
1,true,2020-08-25T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0921800919308651'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0921800919308651?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ecolecon.2020.106790,https://api.elsevier.com/content/article/pii/S0921800919308651,The value of value theory for ecological economics,Elke Pirgmaier,Ecological Economics,179,2021-01-31,106790,,10.1016/j.ecolecon.2020.106790,False,S0921800919308651,{'author': 'Elke Pirgmaier'}
2,true,2018-10-23T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0301421518306529'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0301421518306529?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.enpol.2018.09.040,https://api.elsevier.com/content/article/pii/S0301421518306529,An examination of losses in energy savings after the Japanese Top Runner Program?,Nozomu Inoue,Energy Policy,124,2019-01-31,312,319,10.1016/j.enpol.2018.09.040,False,S0301421518306529,"{'author': [{'$': 'Nozomu Inoue'}, {'$': 'Shigeru Matsumoto'}]}"
3,true,2019-07-27T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0959652619326393'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0959652619326393?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.jclepro.2019.117779,https://api.elsevier.com/content/article/pii/S0959652619326393,Cleaner production for human and environmental well-being,Sergio Ulgiati,Journal of Cleaner Production,237,2019-11-10,117779,,10.1016/j.jclepro.2019.117779,False,S0959652619326393,"{'author': [{'$': 'Sergio Ulgiati'}, {'$': 'Gabriella Fiorentino'}, {'$': 'Massimiliano Lega'}]}"
4,true,2015-04-16T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0959652615003625'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0959652615003625?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.jclepro.2015.04.019,https://api.elsevier.com/content/article/pii/S0959652615003625,The relativity of eco-innovation: environmental rebound effects from past transport innovations in Europe,David Font Vivanco,Journal of Cleaner Production,101,2015-08-15,71,85,10.1016/j.jclepro.2015.04.019,False,S0959652615003625,"{'author': [{'$': 'David Font Vivanco'}, {'$': 'René Kemp'}, {'$': 'Ester van der Voet'}]}"
5,true,2005-08-08T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0315086005000522'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0315086005000522?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.hm.2005.06.002,https://api.elsevier.com/content/article/pii/S0315086005000522,Statistics on the Table: The History of Statistical Concepts and Methods,Eugene Seneta,Historia Mathematica,33,2006-05-31,255,258,10.1016/j.hm.2005.06.002,True,S0315086005000522,{'author': 'Eugene Seneta'}
