,@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,prism:eIssn,freetoread,freetoreadLabel,prism:issueIdentifier,prism:isbn,pubmed-id
15,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85106241234'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85106241234?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85106241234&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85106241234&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85106241234,SCOPUS_ID:85106241234,2-s2.0-85106241234,Non-technical losses in electricity distribution: A bibliometric analysis,De Souza Savian F.,IEEE Latin America Transactions,,19,359-368,2021-03-01,March 2021,10.1109/TLA.2021.9447584,,1,"[{'@_fa': 'true', 'affilname': 'Universidade Federal de Santa Maria', 'affiliation-city': 'Santa Maria', 'affiliation-country': 'Brazil'}]",Journal,ar,Article,9447584,19700181218,0,False,15480992,,,3,,
16,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85097194926'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85097194926?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85097194926&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85097194926&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0360544220325457'}]",https://api.elsevier.com/content/abstract/scopus_id/85097194926,SCOPUS_ID:85097194926,2-s2.0-85097194926,Electrification pathways of the Italian residential sector under socio-demographic constrains: Looking towards 2040,Besagni G.,Energy,03605442,217,,2021-02-15,15 February 2021,10.1016/j.energy.2020.119438,S0360544220325457,0,"[{'@_fa': 'true', 'affilname': 'Ricerca Sul Sistema Energetico - RSE SpA', 'affiliation-city': 'Milan', 'affiliation-country': 'Italy'}]",Journal,ar,Article,119438,29348,0,False,,,,,,
17,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85092102900'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85092102900?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092102900&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092102900&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0959652620341901'}]",https://api.elsevier.com/content/abstract/scopus_id/85092102900,SCOPUS_ID:85092102900,2-s2.0-85092102900,Energy policy influence on the surplus welfare of subscribers in present of cleaner energy sources,Wang H.,Journal of Cleaner Production,09596526,280,,2021-01-20,20 January 2021,10.1016/j.jclepro.2020.124145,S0959652620341901,1,"[{'@_fa': 'true', 'affilname': 'Nanjing University of Finance and EcoNomics', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]",Journal,ar,Article,124145,19167,0,False,,,,,,
18,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85096193711'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85096193711?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85096193711&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85096193711&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0306261920315464'}]",https://api.elsevier.com/content/abstract/scopus_id/85096193711,SCOPUS_ID:85096193711,2-s2.0-85096193711,Peer-to-peer energy systems for connected communities: A review of recent advances and emerging challenges,Tushar W.,Applied Energy,03062619,282,,2021-01-15,15 January 2021,10.1016/j.apenergy.2020.116131,S0306261920315464,50,"[{'@_fa': 'true', 'affilname': 'The University of Queensland', 'affiliation-city': 'Brisbane', 'affiliation-country': 'Australia'}]",Journal,ar,Article,116131,28801,0,False,,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,
19,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85115694061'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85115694061?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85115694061&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85115694061&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85115694061,SCOPUS_ID:85115694061,2-s2.0-85115694061,Does ICT diffusion lead to energy efficiency and environmental sustainability in emerging Asian economies?,Zhao S.,Environmental Science and Pollution Research,09441344,,,2021-01-01,2021,10.1007/s11356-021-16560-0,,0,"[{'@_fa': 'true', 'affilname': 'Taiyuan University of Science and Technology', 'affiliation-city': 'Taiyuan', 'affiliation-country': 'China'}]",Journal,ar,Article,,23918,0,False,16147499,,,,,
20,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85110975258'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85110975258?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85110975258&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85110975258&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85110975258,SCOPUS_ID:85110975258,2-s2.0-85110975258,Household factors and electrical peak demand: a review for further assessment,Khan I.,Advances in Building Energy Research,17512549,15,409-441,2021-01-01,2021,10.1080/17512549.2019.1575770,,12,"[{'@_fa': 'true', 'affilname': 'Jashore University of Science and Technology', 'affiliation-city': 'Jessore', 'affiliation-country': 'Bangladesh'}, {'@_fa': 'true', 'affilname': 'University of Otago', 'affiliation-city': 'Dunedin', 'affiliation-country': 'New Zealand'}]",Journal,re,Review,,19400158302,0,False,17562201,,,4,,
21,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85107348128'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85107348128?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85107348128&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107348128&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85107348128,SCOPUS_ID:85107348128,2-s2.0-85107348128,A Review on Communication Aspects of Demand Response Management for Future 5G IoT- Based Smart Grids,Ahmadzadeh S.,IEEE Access,,9,77555-77571,2021-01-01,2021,10.1109/ACCESS.2021.3082430,,0,"[{'@_fa': 'true', 'affilname': 'University of East Anglia', 'affiliation-city': 'Norwich', 'affiliation-country': 'United Kingdom'}]",Journal,re,Review,9437171,21100374601,1,True,21693536,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,,
22,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85106558661'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85106558661?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85106558661&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85106558661&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85106558661,SCOPUS_ID:85106558661,2-s2.0-85106558661,Shedding light on the factors that influence residential demand response in Japan,Iliopoulos N.,Energies,,14,,2021-01-01,2021,10.3390/en14102795,,1,"[{'@_fa': 'true', 'affilname': 'The University of Tokyo', 'affiliation-city': 'Tokyo', 'affiliation-country': 'Japan'}]",Journal,ar,Article,2795,62932,1,True,19961073,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",10,,
23,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85106158402'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85106158402?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85106158402&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85106158402&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85106158402,SCOPUS_ID:85106158402,2-s2.0-85106158402,A Behavioral Model for In-Home Displays Usage in Social Housing Districts,Fanghella V.,Green Energy and Technology,18653529,,511-524,2021-01-01,2021,10.1007/978-3-030-57332-4_36,,0,"[{'@_fa': 'true', 'affilname': 'Università di Trento', 'affiliation-city': 'Trento', 'affiliation-country': 'Italy'}]",Book Series,cp,Conference Paper,,21100248905,0,False,18653537,,,,"[{'@_fa': 'true', '$': '9783030573317'}]",
24,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85105672769'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85105672769?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85105672769&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105672769&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85105672769,SCOPUS_ID:85105672769,2-s2.0-85105672769,Life cycle assessment of co<inf>2</inf> emissions of online music and videos streaming in Japan,Tabata T.,Applied Sciences (Switzerland),,11,,2021-01-01,2021,10.3390/app11093992,,1,"[{'@_fa': 'true', 'affilname': 'Kobe University', 'affiliation-city': 'Kobe', 'affiliation-country': 'Japan'}]",Journal,ar,Article,3992,21100829268,1,True,20763417,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",9,,
0,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85099744596'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85099744596?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85099744596&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85099744596&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85099744596,SCOPUS_ID:85099744596,2-s2.0-85099744596,Exploring the potential of heat as a service in decarbonization: Evidence needs and research gaps,Britton J.,"Energy Sources, Part B: Economics, Planning and Policy",15567249,,,2021-01-01,2021,10.1080/15567249.2021.1873460,,3,"[{'@_fa': 'true', 'affilname': 'University of Exeter', 'affiliation-city': 'Exeter', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,,4700152713,0,False,15567257,,,,,
1,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85097337114'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85097337114?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85097337114&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85097337114&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85097337114,SCOPUS_ID:85097337114,2-s2.0-85097337114,How the meanings of ‘home’ influence energy-consuming practices in domestic buildings,Wang X.,Energy Efficiency,1570646X,14,,2021-01-01,January 2021,10.1007/s12053-020-09910-3,,1,"[{'@_fa': 'true', 'affilname': 'University of Birmingham', 'affiliation-city': 'Birmingham', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,1,11900154313,1,True,15706478,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}, {'$': 'Green'}]}",1,,
2,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85096135955'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85096135955?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85096135955&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85096135955&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85096135955,SCOPUS_ID:85096135955,2-s2.0-85096135955,"Temporality, consumption, and conflict: exploring user-based injustices in European low-carbon transitions",Martiskainen M.,Technology Analysis and Strategic Management,09537325,33,770-782,2021-01-01,2021,10.1080/09537325.2020.1841895,,0,"[{'@_fa': 'true', 'affilname': 'University of Sussex', 'affiliation-city': 'Brighton', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,,14715,1,True,14653990,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}, {'$': 'Green'}]}",7,,
3,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85096084266'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85096084266?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85096084266&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85096084266&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2214629620304035'}]",https://api.elsevier.com/content/abstract/scopus_id/85096084266,SCOPUS_ID:85096084266,2-s2.0-85096084266,The interaction between humans and buildings for energy efficiency: A critical review,Harputlugil T.,Energy Research and Social Science,22146296,71,,2021-01-01,January 2021,10.1016/j.erss.2020.101828,S2214629620304035,16,"[{'@_fa': 'true', 'affilname': 'Çankaya Üniversitesi', 'affiliation-city': 'Ankara', 'affiliation-country': 'Turkey'}]",Journal,re,Review,101828,21100325067,0,False,,,,,,
4,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85095719278'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85095719278?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85095719278&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85095719278&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0301421520307175'}]",https://api.elsevier.com/content/abstract/scopus_id/85095719278,SCOPUS_ID:85095719278,2-s2.0-85095719278,Consumers or users? The impact of user learning about smart hybrid heat pumps on policy trajectories for heat decarbonisation,Parrish B.,Energy Policy,03014215,148,,2021-01-01,January 2021,10.1016/j.enpol.2020.112006,S0301421520307175,0,"[{'@_fa': 'true', 'affilname': 'University of Sussex', 'affiliation-city': 'Brighton', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,112006,29403,0,False,,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,
5,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85093969476'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85093969476?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85093969476&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85093969476&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2210670720307423'}]",https://api.elsevier.com/content/abstract/scopus_id/85093969476,SCOPUS_ID:85093969476,2-s2.0-85093969476,Machine learning for geographically differentiated climate change mitigation in urban areas,Milojevic-Dupont N.,Sustainable Cities and Society,22106707,64,,2021-01-01,January 2021,10.1016/j.scs.2020.102526,S2210670720307423,12,"[{'@_fa': 'true', 'affilname': 'Mercator Research Institute on Global Commons and Climate Change', 'affiliation-city': 'Berlin', 'affiliation-country': 'Germany'}, {'@_fa': 'true', 'affilname': 'Technical University of Berlin', 'affiliation-city': 'Berlin', 'affiliation-country': 'Germany'}]",Journal,re,Review,102526,19700194105,0,False,,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,
6,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85087212082'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85087212082?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087212082&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087212082&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85087212082,SCOPUS_ID:85087212082,2-s2.0-85087212082,Progress on the demand side management in smart grid and optimization approaches,Sarker E.,International Journal of Energy Research,0363907X,45,36-64,2021-01-01,January 2021,10.1002/er.5631,,24,"[{'@_fa': 'true', 'affilname': 'Swinburne University of Technology', 'affiliation-city': 'Melbourne', 'affiliation-country': 'Australia'}]",Journal,re,Review,,26676,0,False,1099114X,,,1,,
7,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85082124011'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85082124011?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85082124011&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85082124011&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85082124011,SCOPUS_ID:85082124011,2-s2.0-85082124011,Per Stups zum Energiesparen? Eine Meta-Analyse zu den kausalen Effekten von verhaltensökonomischen Interventionen auf den Energieverbrauch privater Haushalte,Andor M.,Perspektiven der Wirtschaftspolitik,14656493,20,352-382,2020-12-01,1 December 2020,10.1515/pwp-2018-0039,,0,"[{'@_fa': 'true', 'affilname': 'Rheinisch-Westfaelisches Institut fuer Wirtschaftsforschung Essen', 'affiliation-city': 'Essen', 'affiliation-country': 'Germany'}]",Journal,re,Review,,25616,0,False,14682516,,,4,,
8,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85090587391'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85090587391?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85090587391&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090587391&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S037877882030815X'}]",https://api.elsevier.com/content/abstract/scopus_id/85090587391,SCOPUS_ID:85090587391,2-s2.0-85090587391,"Building power consumption datasets: Survey, taxonomy and future directions",Himeur Y.,Energy and Buildings,03787788,227,,2020-11-15,15 November 2020,10.1016/j.enbuild.2020.110404,S037877882030815X,15,"[{'@_fa': 'true', 'affilname': 'Qatar University', 'affiliation-city': 'Doha', 'affiliation-country': 'Qatar'}]",Journal,re,Review,110404,29359,1,True,,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",,,
9,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85090044912'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85090044912?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85090044912&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090044912&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0378778820309737'}]",https://api.elsevier.com/content/abstract/scopus_id/85090044912,SCOPUS_ID:85090044912,2-s2.0-85090044912,Climate change impacts on trends and extremes in future heating and cooling demands over Europe,Larsen M.A.D.,Energy and Buildings,03787788,226,,2020-11-01,1 November 2020,10.1016/j.enbuild.2020.110397,S0378778820309737,18,"[{'@_fa': 'true', 'affilname': 'Technical University of Denmark', 'affiliation-city': 'Lyngby', 'affiliation-country': 'Denmark'}]",Journal,ar,Article,110397,29359,1,True,,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}, {'$': 'Green'}]}",,,
10,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85106719140'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85106719140?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85106719140&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85106719140&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85106719140,SCOPUS_ID:85106719140,2-s2.0-85106719140,"Evaluation of Smart Energy Management Systems and Novel UV-Oriented Solution for Integration, Resilience, Inclusiveness and Sustainability",Yang Z.,"5th International Conference on Universal Village, UV 2020",,,,2020-10-24,24 October 2020,10.1109/UV50937.2020.9426217,,1,"[{'@_fa': 'true', 'affilname': 'Universal Village Society', 'affiliation-city': 'Cambridge', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,9426217,21101046729,0,False,,,,,"[{'@_fa': 'true', '$': '9781728195230'}]",
11,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85087376404'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85087376404?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087376404&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087376404&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1364032120302811'}]",https://api.elsevier.com/content/abstract/scopus_id/85087376404,SCOPUS_ID:85087376404,2-s2.0-85087376404,A review of approaches to low-carbon transition of high-rise residential buildings in China,Wang Y.,Renewable and Sustainable Energy Reviews,13640321,131,,2020-10-01,October 2020,10.1016/j.rser.2020.109990,S1364032120302811,9,"[{'@_fa': 'true', 'affilname': 'Shandong University', 'affiliation-city': 'Jinan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Ecole Polytechnique Fédérale de Lausanne', 'affiliation-city': 'Lausanne', 'affiliation-country': 'Switzerland'}]",Journal,re,Review,109990,27567,0,False,18790690,,,,,
